#  lambda(micron)  Flux(Jy)  F_Er(Jy)  F_Norm_Er(Jy)
  3.35600   0.49000   0.10000   0.10000 
  3.35700   0.45000   0.10000   0.10000 
  3.35800   0.42000   0.10000   0.10000 
  3.35900   0.39000   0.10000   0.10000 
  3.36000   0.37000   0.10000   0.10000 
  3.36100   0.36000   0.10000   0.10000 
  3.36200   0.36000   0.10000   0.10000 
  3.36300   0.36000   0.10000   0.10000 
  3.36400   0.38000   0.10000   0.10000 
  3.36500   0.40000   0.10000   0.10000 
  3.36600   0.42000   0.10000   0.10000 
  3.36700   0.44000   0.10000   0.10000 
  3.36800   0.47000   0.10000   0.10000 
  3.36900   0.50000   0.10000   0.10000 
  3.37000   0.52000   0.10000   0.10000 
  3.37100   0.55000   0.10000   0.10000 
  3.37200   0.57000   0.10000   0.10000 
  3.37300   0.59000   0.10000   0.10000 
  3.37400   0.60000   0.10000   0.10000 
  3.37500   0.61000   0.10000   0.10000 
  3.37600   0.62000   0.10000   0.10000 
  3.37700   0.63000   0.10000   0.10000 
  3.37800   0.64000   0.10000   0.10000 
  3.37900   0.65000   0.10000   0.10000 
  3.38000   0.67000   0.10000   0.10000 
  3.38100   0.70000   0.10000   0.10000 
  3.38200   0.74000   0.10000   0.10000 
  3.38300   0.78000   0.10000   0.10000 
  3.38400   0.84000   0.10000   0.10000 
  3.38500   0.90000   0.10000   0.10000 
  3.38600   0.96000   0.10000   0.10000 
  3.38700   1.02000   0.10000   0.10000 
  3.38800   1.07000   0.10000   0.10000 
  3.38900   1.12000   0.10000   0.10000 
  3.39000   1.16000   0.10000   0.10000 
  3.39100   1.19000   0.10000   0.10000 
  3.39200   1.21000   0.10000   0.10000 
  3.39300   1.23000   0.10000   0.10000 
  3.39400   1.23000   0.10000   0.10000 
  3.39500   1.22000   0.10000   0.10000 
  3.39600   1.20000   0.10000   0.10000 
  3.39700   1.17000   0.09000   0.09000 
  3.39800   1.14000   0.09000   0.09000 
  3.39900   1.12000   0.09000   0.09000 
  3.40000   1.09000   0.09000   0.09000 
  3.40100   1.07000   0.09000   0.09000 
  3.40200   1.05000   0.09000   0.09000 
  3.40300   1.04000   0.09000   0.09000 
  3.40400   1.04000   0.09000   0.09000 
  3.40500   1.03000   0.09000   0.09000 
  3.40600   1.02000   0.09000   0.09000 
  3.40700   1.01000   0.09000   0.09000 
  3.40800   1.00000   0.09000   0.09000 
  3.40900   0.99000   0.09000   0.09000 
  3.41000   0.98000   0.09000   0.09000 
  3.41100   0.97000   0.09000   0.09000 
  3.41200   0.96000   0.09000   0.09000 
  3.41300   0.95000   0.09000   0.09000 
  3.41400   0.94000   0.09000   0.09000 
  3.41500   0.94000   0.09000   0.09000 
  3.41600   0.93000   0.09000   0.09000 
  3.41700   0.93000   0.09000   0.09000 
  3.41800   0.93000   0.09000   0.09000 
  3.41900   0.93000   0.09000   0.09000 
  3.42000   0.93000   0.09000   0.09000 
  3.42100   0.92000   0.09000   0.09000 
  3.42200   0.91000   0.09000   0.09000 
  3.42300   0.90000   0.09000   0.09000 
  3.42400   0.87000   0.09000   0.09000 
  3.42500   0.85000   0.09000   0.09000 
  3.42600   0.81000   0.09000   0.09000 
  3.42700   0.78000   0.09000   0.09000 
  3.42800   0.74000   0.09000   0.09000 
  3.42900   0.70000   0.09000   0.09000 
  3.43000   0.66000   0.09000   0.09000 
  3.43100   0.62000   0.09000   0.09000 
  3.43200   0.58000   0.09000   0.09000 
  3.43300   0.55000   0.09000   0.09000 
  3.43400   0.52000   0.09000   0.09000 
  3.43500   0.49000   0.09000   0.09000 
  3.43600   0.47000   0.09000   0.09000 
  3.43700   0.45000   0.09000   0.09000 
  3.43800   0.43000   0.09000   0.09000 
  3.43900   0.42000   0.09000   0.09000 
  3.44000   0.41000   0.09000   0.09000 
  3.44100   0.40000   0.09000   0.09000 
  3.44200   0.39000   0.09000   0.09000 
  3.44300   0.39000   0.09000   0.09000 
  3.44400   0.38000   0.09000   0.09000 
  3.44500   0.37000   0.09000   0.09000 
  3.44600   0.36000   0.09000   0.09000 
  3.44700   0.35000   0.09000   0.09000 
  3.44800   0.34000   0.09000   0.09000 
  3.44900   0.34000   0.09000   0.09000 
  3.45000   0.33000   0.09000   0.09000 
  3.45100   0.32000   0.09000   0.09000 
  3.45200   0.31000   0.09000   0.09000 
  3.45300   0.30000   0.09000   0.09000 
  3.45400   0.29000   0.08000   0.08000 
  3.45500   0.28000   0.08000   0.08000 
  3.45600   0.28000   0.08000   0.08000 
  3.45700   0.28000   0.08000   0.08000 
  3.45800   0.29000   0.08000   0.08000 
  3.45900   0.31000   0.08000   0.08000 
  3.46000   0.34000   0.08000   0.08000 
  3.46100   0.37000   0.08000   0.08000 
  3.46200   0.42000   0.08000   0.08000 
  3.46300   0.48000   0.08000   0.08000 
  3.46400   0.54000   0.08000   0.08000 
  3.46500   0.60000   0.08000   0.08000 
  3.46600   0.67000   0.08000   0.08000 
  3.46700   0.73000   0.08000   0.08000 
  3.46800   0.79000   0.08000   0.08000 
  3.46900   0.86000   0.08000   0.08000 
  3.47000   0.92000   0.08000   0.08000 
  3.47100   0.98000   0.08000   0.08000 
  3.47200   1.04000   0.08000   0.08000 
  3.47300   1.10000   0.08000   0.08000 
  3.47400   1.17000   0.08000   0.08000 
  3.47500   1.23000   0.08000   0.08000 
  3.47600   1.29000   0.08000   0.08000 
  3.47700   1.34000   0.08000   0.08000 
  3.47800   1.40000   0.08000   0.08000 
  3.47900   1.44000   0.08000   0.08000 
  3.48000   1.48000   0.08000   0.08000 
  3.48100   1.50000   0.08000   0.08000 
  3.48200   1.52000   0.08000   0.08000 
  3.48300   1.51000   0.08000   0.08000 
  3.48400   1.49000   0.08000   0.08000 
  3.48500   1.46000   0.08000   0.08000 
  3.48600   1.42000   0.08000   0.08000 
  3.48700   1.36000   0.08000   0.08000 
  3.48800   1.29000   0.08000   0.08000 
  3.48900   1.21000   0.08000   0.08000 
  3.49000   1.13000   0.08000   0.08000 
  3.49100   1.05000   0.08000   0.08000 
  3.49200   0.96000   0.08000   0.08000 
  3.49300   0.87000   0.08000   0.08000 
  3.49400   0.79000   0.08000   0.08000 
  3.49500   0.72000   0.08000   0.08000 
  3.49600   0.65000   0.08000   0.08000 
  3.49700   0.60000   0.08000   0.08000 
  3.49800   0.56000   0.08000   0.08000 
  3.49900   0.53000   0.08000   0.08000 
  3.50000   0.51000   0.08000   0.08000 
  3.50100   0.50000   0.08000   0.08000 
  3.50200   0.49000   0.08000   0.08000 
  3.50300   0.50000   0.08000   0.08000 
  3.50400   0.50000   0.08000   0.08000 
  3.50500   0.50000   0.08000   0.08000 
  3.50600   0.51000   0.08000   0.08000 
  3.50700   0.51000   0.08000   0.08000 
  3.50800   0.52000   0.08000   0.08000 
  3.50900   0.52000   0.08000   0.08000 
  3.51000   0.52000   0.07000   0.07000 
  3.51100   0.53000   0.07000   0.07000 
  3.51200   0.53000   0.07000   0.07000 
  3.51300   0.53000   0.07000   0.07000 
  3.51400   0.53000   0.07000   0.07000 
  3.51500   0.54000   0.07000   0.07000 
  3.51600   0.55000   0.07000   0.07000 
  3.51700   0.57000   0.07000   0.07000 
  3.51800   0.59000   0.07000   0.07000 
  3.51900   0.61000   0.07000   0.07000 
  3.52000   0.64000   0.07000   0.07000 
  3.52100   0.67000   0.07000   0.07000 
  3.52200   0.69000   0.07000   0.07000 
  3.52300   0.70000   0.07000   0.07000 
  3.52400   0.71000   0.07000   0.07000 
  3.52500   0.71000   0.07000   0.07000 
  3.52600   0.71000   0.07000   0.07000 
  3.52700   0.70000   0.07000   0.07000 
  3.52800   0.68000   0.07000   0.07000 
  3.52900   0.67000   0.07000   0.07000 
  3.53000   0.65000   0.07000   0.07000 
  3.53100   0.64000   0.07000   0.07000 
  3.53200   0.62000   0.07000   0.07000 
  3.53300   0.61000   0.07000   0.07000 
  3.53400   0.61000   0.07000   0.07000 
  3.53500   0.61000   0.07000   0.07000 
  3.53600   0.61000   0.07000   0.07000 
  3.53700   0.62000   0.07000   0.07000 
  3.53800   0.63000   0.07000   0.07000 
  3.53900   0.65000   0.07000   0.07000 
  3.54000   0.66000   0.07000   0.07000 
  3.54100   0.68000   0.07000   0.07000 
  3.54200   0.69000   0.07000   0.07000 
  3.54300   0.70000   0.07000   0.07000 
  3.54400   0.70000   0.07000   0.07000 
  3.54500   0.71000   0.07000   0.07000 
  3.54600   0.70000   0.07000   0.07000 
  3.54700   0.70000   0.07000   0.07000 
  3.54800   0.69000   0.07000   0.07000 
  3.54900   0.67000   0.07000   0.07000 
  3.55000   0.66000   0.07000   0.07000 
  3.55100   0.64000   0.07000   0.07000 
  3.55200   0.62000   0.07000   0.07000 
  3.55300   0.60000   0.07000   0.07000 
  3.55400   0.57000   0.07000   0.07000 
  3.55500   0.56000   0.07000   0.07000 
  3.55600   0.54000   0.07000   0.07000 
  3.55700   0.53000   0.07000   0.07000 
  3.55800   0.52000   0.07000   0.07000 
  3.55900   0.51000   0.07000   0.07000 
  3.56000   0.51000   0.07000   0.07000 
  3.56100   0.52000   0.07000   0.07000 
  3.56200   0.52000   0.07000   0.07000 
  3.56300   0.53000   0.07000   0.07000 
  3.56400   0.53000   0.07000   0.07000 
  3.56500   0.54000   0.07000   0.07000 
  3.56600   0.55000   0.06000   0.06000 
  3.56700   0.56000   0.06000   0.06000 
  3.56800   0.57000   0.06000   0.06000 
  3.56900   0.58000   0.06000   0.06000 
  3.57000   0.59000   0.06000   0.06000 
  3.57100   0.61000   0.06000   0.06000 
  3.57200   0.62000   0.06000   0.06000 
  3.57300   0.63000   0.06000   0.06000 
  3.57400   0.64000   0.06000   0.06000 
  3.57500   0.64000   0.06000   0.06000 
  3.57600   0.64000   0.06000   0.06000 
  3.57700   0.64000   0.06000   0.06000 
  3.57800   0.63000   0.06000   0.06000 
  3.57900   0.62000   0.06000   0.06000 
  3.58000   0.61000   0.06000   0.06000 
  3.58100   0.59000   0.06000   0.06000 
  3.58200   0.58000   0.06000   0.06000 
  3.58300   0.56000   0.06000   0.06000 
  3.58400   0.55000   0.06000   0.06000 
  3.58500   0.54000   0.06000   0.06000 
  3.58600   0.53000   0.06000   0.06000 
  3.58700   0.53000   0.06000   0.06000 
  3.58800   0.52000   0.06000   0.06000 
  3.58900   0.52000   0.06000   0.06000 
  3.59000   0.53000   0.06000   0.06000 
  3.59100   0.53000   0.06000   0.06000 
  3.59200   0.54000   0.06000   0.06000 
  3.59300   0.55000   0.06000   0.06000 
  3.59400   0.56000   0.06000   0.06000 
  3.59500   0.58000   0.06000   0.06000 
  3.59600   0.59000   0.06000   0.06000 
  3.59700   0.61000   0.06000   0.06000 
  3.59800   0.63000   0.06000   0.06000 
  3.59900   0.65000   0.06000   0.06000 
  3.60000   0.67000   0.06000   0.06000 
  3.60100   0.68000   0.06000   0.06000 
  3.60200   0.68000   0.06000   0.06000 
  3.60300   0.68000   0.06000   0.06000 
  3.60400   0.67000   0.06000   0.06000 
  3.60500   0.66000   0.06000   0.06000 
  3.60600   0.64000   0.06000   0.06000 
  3.60700   0.62000   0.06000   0.06000 
  3.60800   0.60000   0.06000   0.06000 
  3.60900   0.58000   0.06000   0.06000 
  3.61000   0.56000   0.06000   0.06000 
  3.61100   0.54000   0.06000   0.06000 
  3.61200   0.53000   0.06000   0.06000 
  3.61300   0.52000   0.06000   0.06000 
  3.61400   0.52000   0.06000   0.06000 
  3.61500   0.52000   0.06000   0.06000 
  3.61600   0.53000   0.06000   0.06000 
  3.61700   0.55000   0.06000   0.06000 
  3.61800   0.57000   0.06000   0.06000 
  3.61900   0.59000   0.06000   0.06000 
  3.62000   0.61000   0.06000   0.06000 
  3.62100   0.63000   0.06000   0.06000 
  3.62200   0.64000   0.06000   0.06000 
  3.62300   0.65000   0.06000   0.06000 
  3.62400   0.66000   0.05000   0.05000 
  3.62500   0.67000   0.05000   0.05000 
  3.62600   0.68000   0.05000   0.05000 
  3.62700   0.70000   0.05000   0.05000 
  3.62800   0.71000   0.05000   0.05000 
  3.62900   0.74000   0.05000   0.05000 
  3.63000   0.77000   0.05000   0.05000 
  3.63100   0.80000   0.05000   0.05000 
  3.63200   0.84000   0.05000   0.05000 
  3.63300   0.89000   0.05000   0.05000 
  3.63400   0.93000   0.05000   0.05000 
  3.63500   0.96000   0.05000   0.05000 
  3.63600   0.99000   0.05000   0.05000 
  3.63700   1.01000   0.05000   0.05000 
  3.63800   1.03000   0.05000   0.05000 
  3.63900   1.03000   0.05000   0.05000 
  3.64000   1.03000   0.05000   0.05000 
  3.64100   1.02000   0.05000   0.05000 
  3.64200   1.01000   0.05000   0.05000 
  3.64300   0.99000   0.05000   0.05000 
  3.64400   0.97000   0.05000   0.05000 
  3.64500   0.94000   0.05000   0.05000 
  3.64600   0.91000   0.05000   0.05000 
  3.64700   0.88000   0.05000   0.05000 
  3.64800   0.84000   0.05000   0.05000 
  3.64900   0.81000   0.05000   0.05000 
  3.65000   0.78000   0.05000   0.05000 
  3.65100   0.75000   0.05000   0.05000 
  3.65200   0.72000   0.05000   0.05000 
  3.65300   0.70000   0.05000   0.05000 
  3.65400   0.68000   0.05000   0.05000 
  3.65500   0.66000   0.05000   0.05000 
  3.65600   0.65000   0.05000   0.05000 
  3.65700   0.64000   0.05000   0.05000 
  3.65800   0.63000   0.05000   0.05000 
  3.65900   0.63000   0.05000   0.05000 
  3.66000   0.62000   0.05000   0.05000 
  3.66100   0.62000   0.05000   0.05000 
  3.66200   0.62000   0.05000   0.05000 
  3.66300   0.62000   0.05000   0.05000 
  3.66400   0.62000   0.05000   0.05000 
  3.66500   0.62000   0.05000   0.05000 
  3.66600   0.62000   0.05000   0.05000 
  3.66700   0.62000   0.05000   0.05000 
  3.66800   0.63000   0.05000   0.05000 
  3.66900   0.64000   0.05000   0.05000 
  3.67000   0.65000   0.05000   0.05000 
  3.67100   0.65000   0.05000   0.05000 
  3.67200   0.66000   0.05000   0.05000 
  3.67300   0.67000   0.05000   0.05000 
  3.67400   0.67000   0.05000   0.05000 
  3.67500   0.67000   0.05000   0.05000 
  3.67600   0.67000   0.05000   0.05000 
  3.67700   0.67000   0.05000   0.05000 
  3.67800   0.67000   0.05000   0.05000 
  3.67900   0.67000   0.05000   0.05000 
  3.68000   0.67000   0.05000   0.05000 
  3.68100   0.67000   0.05000   0.05000 
  3.68200   0.66000   0.05000   0.05000 
  3.68300   0.66000   0.05000   0.05000 
  3.68400   0.66000   0.05000   0.05000 
  3.68500   0.65000   0.05000   0.05000 
  3.68600   0.65000   0.05000   0.05000 
  3.68700   0.64000   0.05000   0.05000 
  3.68800   0.64000   0.05000   0.05000 
  3.68900   0.64000   0.05000   0.05000 
  3.69000   0.63000   0.05000   0.05000 
  3.69100   0.64000   0.05000   0.05000 
  3.69200   0.64000   0.05000   0.05000 
  3.69300   0.65000   0.04000   0.04000 
  3.69400   0.67000   0.04000   0.04000 
  3.69500   0.69000   0.04000   0.04000 
  3.69600   0.71000   0.04000   0.04000 
  3.69700   0.73000   0.04000   0.04000 
  3.69800   0.75000   0.04000   0.04000 
  3.69900   0.77000   0.04000   0.04000 
  3.70000   0.79000   0.04000   0.04000 
  3.70100   0.80000   0.04000   0.04000 
  3.70200   0.81000   0.04000   0.04000 
  3.70300   0.82000   0.04000   0.04000 
  3.70400   0.82000   0.04000   0.04000 
  3.70500   0.82000   0.04000   0.04000 
  3.70600   0.82000   0.04000   0.04000 
  3.70700   0.82000   0.04000   0.04000 
  3.70800   0.81000   0.04000   0.04000 
  3.70900   0.81000   0.04000   0.04000 
  3.71000   0.80000   0.04000   0.04000 
  3.71100   0.78000   0.04000   0.04000 
  3.71200   0.77000   0.04000   0.04000 
  3.71300   0.76000   0.04000   0.04000 
  3.71400   0.74000   0.04000   0.04000 
  3.71500   0.73000   0.04000   0.04000 
  3.71600   0.72000   0.04000   0.04000 
  3.71700   0.71000   0.04000   0.04000 
  3.71800   0.70000   0.04000   0.04000 
  3.71900   0.69000   0.04000   0.04000 
  3.72000   0.69000   0.04000   0.04000 
  3.72100   0.68000   0.04000   0.04000 
  3.72200   0.68000   0.04000   0.04000 
  3.72300   0.68000   0.04000   0.04000 
  3.72400   0.67000   0.04000   0.04000 
  3.72500   0.66000   0.04000   0.04000 
  3.72600   0.65000   0.04000   0.04000 
  3.72700   0.64000   0.04000   0.04000 
  3.72800   0.62000   0.04000   0.04000 
  3.72900   0.60000   0.04000   0.04000 
  3.73000   0.58000   0.04000   0.04000 
  3.73100   0.56000   0.04000   0.04000 
  3.73200   0.54000   0.04000   0.04000 
  3.73300   0.51000   0.04000   0.04000 
  3.73400   0.49000   0.04000   0.04000 
  3.73500   0.48000   0.04000   0.04000 
  3.73600   0.47000   0.04000   0.04000 
  3.73700   0.46000   0.04000   0.04000 
  3.73800   0.46000   0.04000   0.04000 
  3.73900   0.47000   0.04000   0.04000 
  3.74000   0.48000   0.04000   0.04000 
  3.74100   0.49000   0.04000   0.04000 
  3.74200   0.51000   0.04000   0.04000 
  3.74300   0.52000   0.04000   0.04000 
  3.74400   0.53000   0.04000   0.04000 
  3.74500   0.54000   0.04000   0.04000 
  3.74600   0.56000   0.04000   0.04000 
  3.74700   0.57000   0.04000   0.04000 
  3.74800   0.58000   0.04000   0.04000 
  3.74900   0.59000   0.04000   0.04000 
  3.75000   0.60000   0.04000   0.04000 
  3.75100   0.61000   0.04000   0.04000 
  3.75200   0.61000   0.04000   0.04000 
  3.75300   0.62000   0.04000   0.04000 
  3.75400   0.62000   0.04000   0.04000 
  3.75500   0.62000   0.04000   0.04000 
  3.75600   0.62000   0.04000   0.04000 
  3.75700   0.62000   0.04000   0.04000 
  3.75800   0.62000   0.04000   0.04000 
  3.75900   0.61000   0.04000   0.04000 
  3.76000   0.61000   0.04000   0.04000 
  3.76100   0.61000   0.04000   0.04000 
  3.76200   0.60000   0.04000   0.04000 
  3.76300   0.60000   0.04000   0.04000 
  3.76400   0.60000   0.04000   0.04000 
  3.76500   0.60000   0.04000   0.04000 
  3.76600   0.60000   0.04000   0.04000 
  3.76700   0.60000   0.04000   0.04000 
  3.76800   0.59000   0.04000   0.04000 
  3.76900   0.59000   0.04000   0.04000 
  3.77000   0.59000   0.04000   0.04000 
  3.77100   0.59000   0.04000   0.04000 
  3.77200   0.59000   0.04000   0.04000 
  3.77300   0.59000   0.04000   0.04000 
  3.77400   0.60000   0.04000   0.04000 
  3.77500   0.60000   0.04000   0.04000 
  3.77600   0.61000   0.04000   0.04000 
  3.77700   0.62000   0.04000   0.04000 
  3.77800   0.63000   0.04000   0.04000 
  3.77900   0.64000   0.04000   0.04000 
  3.78000   0.64000   0.04000   0.04000 
  3.78100   0.64000   0.04000   0.04000 
  3.78200   0.64000   0.04000   0.04000 
  3.78300   0.64000   0.04000   0.04000 
  3.78400   0.64000   0.04000   0.04000 
  3.78500   0.64000   0.04000   0.04000 
  3.78600   0.63000   0.04000   0.04000 
  3.78700   0.63000   0.04000   0.04000 
  3.78800   0.62000   0.04000   0.04000 
  3.78900   0.62000   0.04000   0.04000 
  3.79000   0.61000   0.04000   0.04000 
  3.79100   0.60000   0.04000   0.04000 
  3.79200   0.60000   0.04000   0.04000 
  3.79300   0.59000   0.04000   0.04000 
  3.79400   0.58000   0.03000   0.03000 
  3.79500   0.57000   0.03000   0.03000 
  3.79600   0.57000   0.03000   0.03000 
  3.79700   0.57000   0.03000   0.03000 
  3.79800   0.56000   0.03000   0.03000 
  3.79900   0.56000   0.03000   0.03000 
  3.80000   0.56000   0.03000   0.03000 
  3.80100   0.57000   0.03000   0.03000 
  3.80200   0.57000   0.03000   0.03000 
  3.80300   0.57000   0.03000   0.03000 
  3.80400   0.57000   0.03000   0.03000 
  3.80500   0.57000   0.03000   0.03000 
  3.80600   0.58000   0.03000   0.03000 
  3.80700   0.58000   0.03000   0.03000 
  3.80800   0.58000   0.03000   0.03000 
  3.80900   0.59000   0.03000   0.03000 
  3.81000   0.59000   0.03000   0.03000 
  3.81100   0.60000   0.03000   0.03000 
  3.81200   0.61000   0.03000   0.03000 
  3.81300   0.62000   0.03000   0.03000 
  3.81400   0.62000   0.03000   0.03000 
  3.81500   0.63000   0.03000   0.03000 
  3.81600   0.64000   0.03000   0.03000 
  3.81700   0.64000   0.03000   0.03000 
  3.81800   0.65000   0.03000   0.03000 
  3.81900   0.65000   0.03000   0.03000 
  3.82000   0.65000   0.03000   0.03000 
  3.82100   0.65000   0.03000   0.03000 
